carrier,flight_number,from city,gate,status,scheduled_time,updated_time
Air Canada,5623,Salt Lake City| UT,Term 1 - B18,Scheduled,2020-07-24 17:00:00,2020-07-24 16:39:00
Aer Lingus,6366,Salt Lake City| UT,Term 1 - B18,Scheduled,2020-07-24 17:00:00,2020-07-24 16:39:00
Lufthansa,9025,Salt Lake City| UT,Term 1 - B18,Scheduled,2020-07-24 17:00:00,2020-07-24 16:39:00
United Airlines,1069,Houston| TX,Term 1 - C19,Scheduled,2020-07-24 17:01:00,2020-07-24 16:49:00
LOT Polish Airlines,4366,Houston| TX,Term 1 - C19,Scheduled,2020-07-24 17:01:00,2020-07-24 16:49:00
Air New Zealand,6847,Houston| TX,Term 1 - C19,Scheduled,2020-07-24 17:01:00,2020-07-24 16:49:00
Lufthansa,7495,Houston| TX,Term 1 - C19,Scheduled,2020-07-24 17:01:00,2020-07-24 16:49:00
SWISS,3263,San Diego| CA,Term 1 - B12,Scheduled,2020-07-24 17:02:00,2020-07-24 16:40:00
Air Canada,5320,San Diego| CA,Term 1 - B12,Scheduled,2020-07-24 17:02:00,2020-07-24 16:40:00
Scandinavian Airlines,8824,San Diego| CA,Term 1 - B12,Scheduled,2020-07-24 17:02:00,2020-07-24 16:40:00
United Airlines,606,Portland| OR,Term 1 - B14,Scheduled,2020-07-24 17:04:00,2020-07-24 16:48:00
LOT Polish Airlines,4384,Portland| OR,Term 1 - B14,Scheduled,2020-07-24 17:04:00,2020-07-24 16:48:00
Scandinavian Airlines,8734,Portland| OR,Term 1 - B14,Scheduled,2020-07-24 17:04:00,2020-07-24 16:48:00
United Airlines,3587,Traverse City| MI,Term 1 - C2,Scheduled,2020-07-24 17:05:00,2020-07-24 17:05:00
United Airlines,3421,Indianapolis| IN,Term 1 - C3,Scheduled,2020-07-24 17:07:00,2020-07-24 17:07:00
Lufthansa,8801,Indianapolis| IN,Term 1 - C3,Scheduled,2020-07-24 17:07:00,2020-07-24 17:07:00
Air Canada,4017,Tulsa| OK,Term 2 - F6,Scheduled,2020-07-24 17:08:00,2020-07-24 17:08:00
Aer Lingus,6706,Tulsa| OK,Term 2 - F6,Scheduled,2020-07-24 17:08:00,2020-07-24 17:08:00
SWISS,3259,Las Vegas| NV,Term 1 - C25,Scheduled,2020-07-24 17:10:00,2020-07-24 16:53:00
United Airlines,3728,Columbia| MO,Term 2 - F28,Scheduled,2020-07-24 17:10:00,2020-07-24 17:10:00
LOT Polish Airlines,4392,Phoenix| AZ,Term 1 - C17,Scheduled,2020-07-24 17:10:00,2020-07-24 16:53:00
Air Canada,5270,Phoenix| AZ,Term 1 - C17,Scheduled,2020-07-24 17:10:00,2020-07-24 16:53:00
Aer Lingus,6135,Phoenix| AZ,Term 1 - C17,Scheduled,2020-07-24 17:10:00,2020-07-24 16:53:00
Turkish Airlines,8628,Las Vegas| NV,Term 1 - C25,Scheduled,2020-07-24 17:10:00,2020-07-24 16:53:00
Scandinavian Airlines,8856,Phoenix| AZ,Term 1 - C17,Scheduled,2020-07-24 17:10:00,2020-07-24 16:53:00
Lufthansa,9395,Phoenix| AZ,Term 1 - C17,Scheduled,2020-07-24 17:10:00,2020-07-24 16:53:00
Qatar Airways,7573,Rochester| MN,Term T3 - H2,Scheduled,2020-07-24 17:17:00,2020-07-24 17:17:00
American Airlines,4485,Detroit| MI,Term T3 - K3,Scheduled,2020-07-24 17:18:00,2020-07-24 17:18:00
British Airways,5412,Detroit| MI,Term T3 - K3,Scheduled,2020-07-24 17:18:00,2020-07-24 17:18:00
American Airlines,3138,Aspen| CO,Term T3 - G18,Scheduled,2020-07-24 17:19:00,2020-07-24 17:19:00
Alaska Airlines,4601,Kansas City| MO,Term T3 - L10B,Scheduled,2020-07-24 17:19:00,2020-07-24 17:19:00
Qatar Airways,7756,Aspen| CO,Term T3 - G18,Scheduled,2020-07-24 17:19:00,2020-07-24 17:19:00
American Airlines,3453,San Antonio| TX,Term T3 - L6B,Scheduled,2020-07-24 17:21:00,2020-07-24 17:21:00
Alaska Airlines,4015,San Antonio| TX,Term T3 - L6B,Scheduled,2020-07-24 17:21:00,2020-07-24 17:21:00
British Airways,6610,San Antonio| TX,Term T3 - L6B,Scheduled,2020-07-24 17:21:00,2020-07-24 17:21:00
Hawaiian Airlines,2205,Boston| MA,Term 3 - G2,Scheduled,2020-07-24 17:22:00,2020-07-24 17:18:00
American Airlines,3382,Bloomington/Normal| IL,Term T3 - K2,Scheduled,2020-07-24 17:23:00,2020-07-24 17:23:00
British Airways,2387,Cedar Rapids| IA,Term T3 - G19A,Scheduled,2020-07-24 17:24:00,2020-07-24 17:24:00
American Airlines,3086,Cedar Rapids| IA,Term T3 - G19A,Scheduled,2020-07-24 17:24:00,2020-07-24 17:24:00
Alaska Airlines,4588,Cedar Rapids| IA,Term T3 - G19A,Scheduled,2020-07-24 17:24:00,2020-07-24 17:24:00
Qatar Airways,7555,Cedar Rapids| IA,Term T3 - G19A,Scheduled,2020-07-24 17:24:00,2020-07-24 17:24:00
American Airlines,3076,Madison| WI,Term T3 - G5,Scheduled,2020-07-24 17:25:00,2020-07-24 17:25:00
British Airways,4435,Madison| WI,Term T3 - G5,Scheduled,2020-07-24 17:25:00,2020-07-24 17:25:00
American Airlines,4251,Sioux City| IA,Term T3 - G12,Scheduled,2020-07-24 17:26:00,2020-07-24 17:26:00
Qatar Airways,7867,Sioux City| IA,Term T3 - G12,Scheduled,2020-07-24 17:26:00,2020-07-24 17:26:00
Alaska Airlines,4793,Omaha| NE,Term T3 - L2C,Scheduled,2020-07-24 17:28:00,2020-07-24 17:28:00
Qatar Airways,7579,Omaha| NE,Term T3 - L2C,Scheduled,2020-07-24 17:28:00,2020-07-24 17:28:00
American Airlines,2219,San Diego| CA,Term T3 - H11B,Scheduled,2020-07-24 17:34:00,2020-07-24 17:32:00
Alaska Airlines,4525,Orange County| CA,Term T3 - K4,Scheduled,2020-07-24 17:34:00,2020-07-24 17:33:00
Qatar Airways,7705,Orange County| CA,Term T3 - K4,Scheduled,2020-07-24 17:34:00,2020-07-24 17:33:00
American Airlines,883,Phoenix| AZ,Term T3 - H6,Arrived,2020-07-24 21:53:00,2020-07-24 22:40:00
Qatar Airways,8141,Atlanta| GA, ,Delayed,2020-07-24 22:50:00,2020-07-25 00:21:00
Qatar Airways,2386,Dallas-Fort Worth| TX,Term T3 - K13,Arrived,2020-07-24 22:54:00,2020-07-24 22:38:00
AeroMexico,3041,Atlanta| GA,Term 2 - E16,Arrived,2020-07-24 22:55:00,2020-07-24 22:34:00
WestJet Airlines,6359,Atlanta| GA,Term 2 - E16,Arrived,2020-07-24 22:55:00,2020-07-24 22:34:00
Alaska Airlines,26,Seattle| WA,Term 3 - G4,In Air,2020-07-24 23:15:00,2020-07-24 23:50:00
Air Canada,5126,Denver| CO,Term 1 - B14,Arrived,2020-07-24 23:15:00,2020-07-24 23:02:00
Air Canada,5149,Los Angeles| CA,Term 1 - C26,Arrived,2020-07-24 23:20:00,2020-07-24 23:12:00
All Nippon Airways,7234,Los Angeles| CA,Term 1 - C26,Arrived,2020-07-24 23:20:00,2020-07-24 23:12:00
Air New Zealand,9667,Los Angeles| CA,Term 1 - C26,Arrived,2020-07-24 23:20:00,2020-07-24 23:12:00
Frontier Airlines,410,Denver| CO,Term 5 - M1,In Air,2020-07-24 23:39:00,2020-07-25 00:10:00
Air Tahiti Nui,1328,Los Angeles| CA,Term T3 - H12,Arrived,2020-07-24 23:41:00,2020-07-24 23:20:00
Qantas Airways,3159,Los Angeles| CA,Term T3 - H12,Arrived,2020-07-24 23:41:00,2020-07-24 23:20:00
Malaysia Airlines,9400,Los Angeles| CA,Term T3 - H12,Arrived,2020-07-24 23:41:00,2020-07-24 23:20:00
Spirit Airlines,186,Dallas-Fort Worth| TX,Term 3 - L5,Landed,2020-07-24 23:49:00,2020-07-24 23:32:00
Frontier Airlines,1483,Newark| NJ,Term 5 - M2,Arrived,2020-07-25 00:09:00,2020-07-24 23:18:00
Air Canada,5390,San Francisco| CA,Term 1 - C17,In Air,2020-07-25 00:30:00,2020-07-25 00:14:00
All Nippon Airways,7242,San Francisco| CA,Term 1 - C17,In Air,2020-07-25 00:30:00,2020-07-25 00:14:00
Air New Zealand,9304,San Francisco| CA,Term 1 - C17,In Air,2020-07-25 00:30:00,2020-07-25 00:14:00
Alaska Airlines,4491,Miami| FL,Term T3 - K1,In Air,2020-07-25 00:38:00,2020-07-25 00:10:00
Nippon Cargo,134,Anchorage| AK, ,Landed,2020-07-24 22:50:00,2020-07-24 22:27:00
American Airlines,1294,Dallas-Fort Worth| TX,Term T3 - K13,Arrived,2020-07-24 22:54:00,2020-07-24 22:38:00
Delta Air Lines,762,Atlanta| GA,Term 2 - E16,Arrived,2020-07-24 22:55:00,2020-07-24 22:34:00
KLM Royal Dutch Airlines,5316,Atlanta| GA,Term 2 - E16,Arrived,2020-07-24 22:55:00,2020-07-24 22:34:00
Cathay Pacific,3290,Anchorage| AK, ,No Recent Info - Call Airline,2020-07-24 23:10:00,
United Airlines,306,Denver| CO,Term 1 - B14,Arrived,2020-07-24 23:15:00,2020-07-24 23:02:00
United Airlines,500,Los Angeles| CA,Term 1 - C26,Arrived,2020-07-24 23:20:00,2020-07-24 23:12:00
Asiana Airlines,6270,Los Angeles| CA,Term 1 - C26,Arrived,2020-07-24 23:20:00,2020-07-24 23:12:00
Air China,7277,Los Angeles| CA,Term 1 - C26,Arrived,2020-07-24 23:20:00,2020-07-24 23:12:00
China Airlines,5236,Anchorage| AK, ,No Recent Info - Call Airline,2020-07-24 23:30:00,
Volaris,2137,Denver| CO,Term 5 - M1,In Air,2020-07-24 23:39:00,2020-07-25 00:10:00
American Airlines,2883,Los Angeles| CA,Term T3 - H12,Arrived,2020-07-24 23:41:00,2020-07-24 23:20:00
British Airways,4353,Los Angeles| CA,Term T3 - H12,Arrived,2020-07-24 23:41:00,2020-07-24 23:20:00
Korean Air,261,Anchorage| AK, ,No Recent Info - Call Airline,2020-07-24 23:45:00,
Asiana Airlines,248,Anchorage| AK, ,No Recent Info - Call Airline,2020-07-24 23:59:00,
United Airlines,2054,San Francisco| CA,Term 1 - C17,In Air,2020-07-25 00:30:00,2020-07-25 00:14:00
Asiana Airlines,6303,San Francisco| CA,Term 1 - C17,In Air,2020-07-25 00:30:00,2020-07-25 00:14:00
Air China,7326,San Francisco| CA,Term 1 - C17,In Air,2020-07-25 00:30:00,2020-07-25 00:14:00
American Airlines,2179,Miami| FL,Term T3 - K1,In Air,2020-07-25 00:38:00,2020-07-25 00:10:00
Air China,1011,Anchorage| AK, ,No Recent Info - Call Airline,2020-07-25 03:40:00,
